en_word,target_word,lang,en_senses,target_senses,shared_senses,similarity,category
launching,lanzamiento,es,2,2,1,0.6307148337364197,Polysemous-Partial
motivation,motivación,es,2,1,1,0.9875772595405579,Polysemous-Partial
projection,proyección,es,1,1,1,0.49869871139526367,Monosemous-Shared
inheritance,herencia,es,1,1,1,0.8787218332290649,Monosemous-Shared
inheritance,sucesión,es,1,1,0,0.4157294034957886,Monosemous-Shared
salvation,salvación,es,2,3,2,0.9945778250694275,Polysemous-Partial
comeback,regreso,es,1,1,0,0.8218898773193359,Monosemous-Shared
emergence,aparición,es,2,2,1,0.7575903534889221,Polysemous-Partial
attribute,atributo,es,1,1,1,0.9628650546073914,Monosemous-Shared
skip,salto,es,1,3,0,0.6843011975288391,Polysemous-Partial
illusion,ilusión,es,1,1,1,0.9852903485298157,Monosemous-Shared
farewell,adiós,es,1,1,1,0.9557843804359436,Monosemous-Shared
farewell,despedida,es,1,1,1,0.8082737326622009,Monosemous-Shared
disappearance,desaparición,es,1,1,1,0.924088180065155,Monosemous-Shared
mortal,mortal,es,1,1,1,1.0,Monosemous-Shared
organism,organismo,es,1,2,1,0.9862673282623291,Polysemous-Partial
grouping,agrupación,es,1,1,1,0.9142303466796875,Monosemous-Shared
motive,motivo,es,1,1,1,0.8692196011543274,Monosemous-Shared
frustration,frustración,es,1,1,1,0.984228253364563,Monosemous-Shared
expulsion,expulsión,es,1,1,1,0.992755115032196,Monosemous-Shared
ransom,rescate,es,1,2,0,0.6303794980049133,Polysemous-Partial
salvage,salvamento,es,2,1,0,0.7719531655311584,Polysemous-Partial
salvage,rescate,es,2,2,1,0.8018759489059448,Polysemous-Partial
tow,remolque,es,1,1,1,0.39007991552352905,Monosemous-Shared
recession,recesión,es,1,1,1,0.9930173754692078,Monosemous-Shared
impulse,impulso,es,1,1,1,0.9009712338447571,Monosemous-Shared
emigration,emigración,es,1,1,1,0.998423159122467,Monosemous-Shared
redemption,redención,es,2,1,1,0.933232843875885,Polysemous-Partial
dispatch,despacho,es,1,1,1,0.5197802186012268,Monosemous-Shared
awarding,concesión,es,1,1,1,0.7658405303955078,Monosemous-Shared
realization,realización,es,1,4,1,0.7762264609336853,Polysemous-Partial
penetration,penetración,es,1,1,1,0.996703028678894,Monosemous-Shared
maneuver,maniobra,es,1,1,1,0.7010324001312256,Monosemous-Shared
procurement,adquisición,es,1,4,1,0.8101317286491394,Polysemous-Partial
capitalization,capitalización,es,1,1,1,0.98863685131073,Monosemous-Shared
artifact,artefacto,es,1,1,1,0.9812507629394531,Monosemous-Shared
retrieval,recuperación,es,1,4,1,0.42819011211395264,Polysemous-Partial
kindness,bondad,es,1,1,1,0.5939990282058716,Monosemous-Shared
abstraction,abstracción,es,1,1,1,0.7886815667152405,Monosemous-Shared
abandonment,abandono,es,2,2,2,0.9324269890785217,Polysemous-Full
omission,omisión,es,1,1,0,0.9001753926277161,Monosemous-Shared
cognition,cognición,es,1,1,1,0.9131633043289185,Monosemous-Shared
accomplishment,logro,es,1,5,1,0.9578329920768738,Polysemous-Partial
disappearing,desaparición,es,1,1,1,0.8981698751449585,Monosemous-Shared
impetus,impulso,es,1,1,1,0.7502073049545288,Monosemous-Shared
receipt,recibo,es,1,1,1,0.5226720571517944,Monosemous-Shared
receipt,recepción,es,1,1,1,0.5153918862342834,Monosemous-Shared
recapture,reconquista,es,2,1,1,0.7177509665489197,Polysemous-Partial
stain,mancha,es,1,1,1,0.5280815362930298,Monosemous-Shared
vomiting,vómito,es,1,1,1,0.6354421377182007,Monosemous-Shared
rounding,redondeo,es,1,1,1,0.6120952367782593,Monosemous-Shared
fulfillment,cumplimiento,es,1,3,0,0.7844111919403076,Polysemous-Partial
occupancy,ocupación,es,1,1,1,0.47277402877807617,Monosemous-Shared
parting,despedida,es,1,1,1,0.7306190133094788,Monosemous-Shared
interplay,interacción,es,1,2,1,0.6705922484397888,Polysemous-Partial
discard,descarte,es,2,1,1,0.7553406953811646,Polysemous-Partial
restitution,restitución,es,1,1,1,0.7123150825500488,Monosemous-Shared
relapse,recaída,es,1,1,0,0.7260372042655945,Monosemous-Shared
getaway,huida,es,1,3,1,0.3255078196525574,Polysemous-Partial
reciprocity,reciprocidad,es,1,1,1,0.9892908334732056,Monosemous-Shared
capitalisation,capitalización,es,1,1,1,0.9860631823539734,Monosemous-Shared
apparition,aparición,es,1,2,0,0.9424580335617065,Polysemous-Partial
stumble,tropiezo,es,1,1,1,0.3828316926956177,Monosemous-Shared
manoeuvre,maniobra,es,1,1,1,0.5913593769073486,Monosemous-Shared
wink,guiño,es,1,1,1,0.520148515701294,Monosemous-Shared
orgasm,orgasmo,es,1,1,1,0.9885275363922119,Monosemous-Shared
realisation,realización,es,1,4,1,0.6832937002182007,Polysemous-Partial
indulgence,indulgencia,es,1,1,1,0.8578142523765564,Monosemous-Shared
leveling,nivelación,es,1,1,1,0.9366081357002258,Monosemous-Shared
vomit,vómito,es,1,1,1,0.7055724859237671,Monosemous-Shared
equalization,nivelación,es,1,1,1,0.4602019190788269,Monosemous-Shared
nudge,codazo,es,1,2,1,0.48550593852996826,Polysemous-Partial
subjugation,sometimiento,es,1,1,1,0.36848706007003784,Monosemous-Shared
mechanization,mecanización,es,1,1,1,0.8175181746482849,Monosemous-Shared
recidivism,reincidencia,es,1,1,1,0.7450485229492188,Monosemous-Shared
jailbreak,fuga,es,1,4,1,0.4018819332122803,Polysemous-Partial
consummation,consumación,es,2,1,1,0.7579305171966553,Polysemous-Partial
burp,eructo,es,1,1,1,0.5083454251289368,Monosemous-Shared
blooper,blooper,es,1,1,1,1.0,Monosemous-Shared
proselytism,proselitismo,es,1,1,1,0.8721286058425903,Monosemous-Shared
