en_word,fr_word,en_senses,fr_senses,shared_senses,en_synsets,fr_synsets,shared_synsets_list,similarity,category
spit,cracher,1,1,1,['spit.n.04'],['spit.n.04'],['spit.n.04'],0.46058541536331177,Monosemous-Shared
shipment,expédition,1,1,1,['dispatch.n.02'],['dispatch.n.02'],['dispatch.n.02'],0.5530358552932739,Monosemous-Shared
disappearing,disparition,1,1,1,['disappearance.n.01'],['disappearance.n.01'],['disappearance.n.01'],0.7856835722923279,Monosemous-Shared
blockbuster,blockbuster,1,1,1,['blockbuster.n.02'],['blockbuster.n.02'],['blockbuster.n.02'],1.0,Monosemous-Shared
receipt,réception,1,1,1,['reception.n.04'],['reception.n.04'],['reception.n.04'],0.5795198678970337,Monosemous-Shared
receipt,reçu,1,1,1,['reception.n.04'],['reception.n.04'],['reception.n.04'],0.6076852679252625,Monosemous-Shared
receipt,récépissé,1,1,1,['reception.n.04'],['reception.n.04'],['reception.n.04'],0.35571038722991943,Monosemous-Shared
appropriation,appropriation,1,1,1,['appropriation.n.03'],['appropriation.n.03'],['appropriation.n.03'],1.0,Monosemous-Shared
vanishing,disparition,1,1,0,['vanishing.n.02'],['disappearance.n.01'],[],0.7865051627159119,Monosemous-Shared
stain,tache,1,1,1,['blot.n.02'],['blot.n.02'],['blot.n.02'],0.512349545955658,Monosemous-Shared
vomiting,vomir,1,1,1,['vomit.n.03'],['vomit.n.03'],['vomit.n.03'],0.9718313217163086,Monosemous-Shared
intrusion,intrusion,1,1,1,['intrusion.n.02'],['intrusion.n.02'],['intrusion.n.02'],0.9999998807907104,Monosemous-Shared
rounding,arrondi,1,1,1,['rounding.n.01'],['rounding.n.01'],['rounding.n.01'],0.6409911513328552,Monosemous-Shared
fulfillment,accomplissement,1,1,0,['fulfillment.n.02'],['accomplishment.n.01'],[],0.7111716866493225,Monosemous-Shared
occupancy,occupation,1,1,1,['occupation.n.04'],['occupation.n.04'],['occupation.n.04'],0.4568675756454468,Monosemous-Shared
rallying,ralliement,1,1,1,['rally.n.02'],['rally.n.02'],['rally.n.02'],0.9404523968696594,Monosemous-Shared
alienation,aliénation,1,1,1,['alienation.n.04'],['alienation.n.04'],['alienation.n.04'],0.5173237919807434,Monosemous-Shared
repatriation,rapatriement,1,1,1,['repatriation.n.01'],['repatriation.n.01'],['repatriation.n.01'],0.8538385033607483,Monosemous-Shared
discard,jeter,2,1,0,"['discard.n.03', 'discard.n.02']",['throw.n.01'],[],0.5582906007766724,Polysemous-Partial
restitution,restitution,1,1,1,['restitution.n.03'],['restitution.n.03'],['restitution.n.03'],1.0,Monosemous-Shared
atonement,expiation,1,1,1,['expiation.n.02'],['expiation.n.02'],['expiation.n.02'],0.4692394733428955,Monosemous-Shared
capitulation,capitulation,1,1,1,['capitulation.n.03'],['capitulation.n.03'],['capitulation.n.03'],1.0,Monosemous-Shared
ejection,éjection,1,1,1,['expulsion.n.03'],['expulsion.n.03'],['expulsion.n.03'],0.9615725874900818,Monosemous-Shared
capitalisation,capitalisation,1,1,1,['capitalization.n.04'],['capitalization.n.04'],['capitalization.n.04'],1.0,Monosemous-Shared
defection,désertion,1,1,1,['desertion.n.01'],['desertion.n.01'],['desertion.n.01'],0.5953785181045532,Monosemous-Shared
apparition,apparition,1,2,1,['apparition.n.04'],"['appearance.n.05', 'apparition.n.04']",['apparition.n.04'],1.0,Polysemous-Partial
juggling,jongler,1,1,1,['juggle.n.02'],['juggle.n.02'],['juggle.n.02'],0.8889428973197937,Monosemous-Shared
naturalization,naturalisation,1,1,1,['naturalization.n.04'],['naturalization.n.04'],['naturalization.n.04'],0.9510354399681091,Monosemous-Shared
confiscation,confiscation,1,2,1,['confiscation.n.01'],"['confiscation.n.01', 'capture.n.01']",['confiscation.n.01'],0.9999999403953552,Polysemous-Partial
spitting,cracher,1,1,1,['spit.n.04'],['spit.n.04'],['spit.n.04'],0.43317854404449463,Monosemous-Shared
manoeuvre,manœuvrer,1,1,1,['maneuver.n.05'],['maneuver.n.05'],['maneuver.n.05'],0.7634294033050537,Monosemous-Shared
manoeuvre,manœuvre,1,1,1,['maneuver.n.05'],['maneuver.n.05'],['maneuver.n.05'],0.7141405940055847,Monosemous-Shared
orgasm,orgasme,1,1,1,['orgasm.n.01'],['orgasm.n.01'],['orgasm.n.01'],0.993520975112915,Monosemous-Shared
realisation,réalisation,1,3,1,['realization.n.06'],"['attainment.n.01', 'accomplishment.n.01', 'realization.n.06']",['realization.n.06'],0.6584168076515198,Polysemous-Partial
remission,rémission,1,1,1,['absolution.n.02'],['absolution.n.02'],['absolution.n.02'],0.9658008217811584,Monosemous-Shared
desertion,désertion,1,1,1,['desertion.n.01'],['desertion.n.01'],['desertion.n.01'],0.7614704966545105,Monosemous-Shared
vomit,vomir,1,1,1,['vomit.n.03'],['vomit.n.03'],['vomit.n.03'],0.9785519242286682,Monosemous-Shared
transposition,transposition,1,1,1,['transposition.n.07'],['transposition.n.07'],['transposition.n.07'],1.0,Monosemous-Shared
equalization,égalisation,1,1,1,['equalization.n.01'],['equalization.n.01'],['equalization.n.01'],0.6045691967010498,Monosemous-Shared
blush,rougir,1,1,1,['blush.n.02'],['blush.n.02'],['blush.n.02'],0.48885178565979004,Monosemous-Shared
enslavement,asservissement,1,1,1,['enslavement.n.02'],['enslavement.n.02'],['enslavement.n.02'],0.6450321674346924,Monosemous-Shared
blot,blot,1,1,1,['blot.n.02'],['blot.n.02'],['blot.n.02'],1.0,Monosemous-Shared
artefact,artefact,1,1,1,['artifact.n.01'],['artifact.n.01'],['artifact.n.01'],1.0,Monosemous-Shared
fulfilment,accomplissement,1,1,0,['fulfillment.n.02'],['accomplishment.n.01'],[],0.790034830570221,Monosemous-Shared
expropriation,expropriation,1,1,1,['expropriation.n.01'],['expropriation.n.01'],['expropriation.n.01'],1.0,Monosemous-Shared
lob,lob,1,1,1,['lob.n.02'],['lob.n.02'],['lob.n.02'],1.0,Monosemous-Shared
recidivism,récidive,1,1,1,['recidivism.n.01'],['recidivism.n.01'],['recidivism.n.01'],0.7577323317527771,Monosemous-Shared
exhumation,exhumation,1,1,1,['exhumation.n.01'],['exhumation.n.01'],['exhumation.n.01'],1.0,Monosemous-Shared
jailbreak,jailbreak,1,1,1,['break.n.16'],['break.n.16'],['break.n.16'],1.0,Monosemous-Shared
naturalisation,naturalisation,1,1,1,['naturalization.n.04'],['naturalization.n.04'],['naturalization.n.04'],0.9999999403953552,Monosemous-Shared
juggle,jongler,1,1,1,['juggle.n.02'],['juggle.n.02'],['juggle.n.02'],0.9021832942962646,Monosemous-Shared
boner,trique,1,1,1,['blunder.n.01'],['blunder.n.01'],['blunder.n.01'],0.5516544580459595,Monosemous-Shared
gaffe,gaffe,1,1,1,['faux_pas.n.01'],['faux_pas.n.01'],['faux_pas.n.01'],1.0,Monosemous-Shared
burp,rot,1,1,1,['belch.n.01'],['belch.n.01'],['belch.n.01'],0.496429979801178,Monosemous-Shared
rumination,rumination,1,1,1,['rumination.n.03'],['rumination.n.03'],['rumination.n.03'],1.0,Monosemous-Shared
computerization,informatisation,1,1,1,['computerization.n.01'],['computerization.n.01'],['computerization.n.01'],0.6690347790718079,Monosemous-Shared
expiation,expiation,1,1,1,['expiation.n.02'],['expiation.n.02'],['expiation.n.02'],1.0,Monosemous-Shared
equalisation,égalisation,1,1,1,['equalization.n.01'],['equalization.n.01'],['equalization.n.01'],0.6123527884483337,Monosemous-Shared
